"ファネル","承認元シート","No.","シナリオ順","シナリオ名","配信区分","区分内順","媒体","管理名称","配信基準","配信タイミング","ステータス","送信元","件名","本文_M（原本）","本文_N（構造化原本）","本文_O（転記候補）","本文_P（補助文）","URL・ボタン／アクション","配信条件","UTAGE編集URL","メッセージID"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","53","20260810新規","セミナー募集_2日程提示","ステップ配信","1","LINE","YT-SEM-CHOICE","サポート会受付終了","サポートシナリオ終了後の翌朝06:00","レビュー中","LINE","","%line_name%さん、次回のZoomライブセミナーが決まりました😊

AIでひとり起業攻略法
📅 日程①：[第1日程]
📅 日程②：[第2日程]

AIを触るだけで終わらず、自分に合う事業テーマを見つけ、商品・集客・販売へつなげる考え方をお伝えします。

ご都合の合う日程を選択してください👇","%line_name%さん、次回のZoomライブセミナーが決まりました😊

AIでひとり起業攻略法
📅 日程①：[第1日程]
📅 日程②：[第2日程]

AIを触るだけで終わらず、自分に合う事業テーマを見つけ、商品・集客・販売へつなげる考え方をお伝えします。

ご都合の合う日程を選択してください👇","%line_name%さん、次回のZoomライブセミナーが決まりました😊

AIでひとり起業攻略法
📅 日程①：[第1日程]
📅 日程②：[第2日程]

AIを触るだけで終わらず、自分に合う事業テーマを見つけ、商品・集客・販売へつなげる考え方をお伝えします。

ご都合の合う日程を選択してください👇","%line_name%さん、次回のZoomライブセミナーが決まりました😊

AIでひとり起業攻略法
📅 日程①：[第1日程]
📅 日程②：[第2日程]

AIを触るだけで終わらず、自分に合う事業テーマを見つけ、商品・集客・販売へつなげる考え方をお伝えします。

ご都合の合う日程を選択してください👇","日程①：[第1日程申込URL]／日程②：[第2日程申込URL]／どちらの日程も合わない：[ACT-NODATE-VSL]","Zoomサポート未予約・セミナー未申込・面談未予約。日程不可／VSL中／予約完了／面談済み／営業停止は除外","[UTAGE実装時作成]","NEW-YT-SEM-CHOICE"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","54","20260810新規","セミナー募集_第1日程","ステップ配信","1","LINE","YT-D1-SEM-A01（開催14日前10:00）","イベント参加日","第1日程 14日前10:00（未経過時のみ）","レビュー中","LINE","","【LINEメッセージ 1／text】
特典①〜④をご覧になって、
「自分なら、何から始めればいいんだろう？🤔」
と感じた方へ。

先ほど、そのモヤモヤをすっきり解消する
【特典⑤：セミナー招待券】をお送りしました！🎟️🚀
質疑応答の時間もたくさんご用意しているので、まずは現状を変えるための一歩としてご参加していただければと思います☺️
ぜひチェックしてください✨","【LINEメッセージ 1／text】
特典①〜④をご覧になって、
「自分なら、何から始めればいいんだろう？🤔」
と感じた方へ。

先ほど、そのモヤモヤをすっきり解消する
【特典⑤：セミナー招待券】をお送りしました！🎟️🚀
質疑応答の時間もたくさんご用意しているので、まずは現状を変えるための一歩としてご参加していただければと思います☺️
ぜひチェックしてください✨","【LINEメッセージ 1／text】
特典①〜④をご覧になって、
「自分なら、何から始めればいいんだろう？🤔」
と感じた方へ。

先ほど、そのモヤモヤをすっきり解消する
【特典⑤：セミナー招待券】をお送りしました！🎟️🚀
質疑応答の時間もたくさんご用意しているので、まずは現状を変えるための一歩としてご参加していただければと思います☺️
ぜひチェックしてください✨","【LINEメッセージ 1／text】
特典①〜④をご覧になって、
「自分なら、何から始めればいいんだろう？🤔」
と感じた方へ。

先ほど、そのモヤモヤをすっきり解消する
【特典⑤：セミナー招待券】をお送りしました！🎟️🚀
質疑応答の時間もたくさんご用意しているので、まずは現状を変えるための一歩としてご参加していただければと思います☺️
ぜひチェックしてください✨","[第1日程申込URL] / 画像：https://drive.usercontent.google.com/download?id=1hDHYwE25L5n73r3M4u7dnhZP935HQ8-5&export=view&confirm=t","セミナー未申込・面談未予約・日程不可未選択。申込ページクリック済み／VSL中／予約完了／面談済み／営業停止は除外","[UTAGE実装時作成]","NEW-YT-D1-01"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","55","20260810新規","セミナー募集_第1日程","ステップ配信","2","LINE","YT-D1-SEM-A02（開催12日前19:00）","イベント参加日","第1日程 12日前19:00（未経過時のみ）","レビュー中","LINE","","【LINEメッセージ 1／text】
先ほどお送りした「セミナー招待状」は
確認できましたか？😊

残りの5大特典（⑥〜⑩）は、
特に有料級の内容となっているため、
セミナーの最後に【参加者限定】でお渡しします🎁

予定が合う方は、忘れないうちに
先に席だけ確保しておいてくださいね👇
[第1日程申込URL]","【LINEメッセージ 1／text】
先ほどお送りした「セミナー招待状」は
確認できましたか？😊

残りの5大特典（⑥〜⑩）は、
特に有料級の内容となっているため、
セミナーの最後に【参加者限定】でお渡しします🎁

予定が合う方は、忘れないうちに
先に席だけ確保しておいてくださいね👇
[第1日程申込URL]","【LINEメッセージ 1／text】
先ほどお送りした「セミナー招待状」は
確認できましたか？😊

残りの5大特典（⑥〜⑩）は、
特に有料級の内容となっているため、
セミナーの最後に【参加者限定】でお渡しします🎁

予定が合う方は、忘れないうちに
先に席だけ確保しておいてくださいね👇
[第1日程申込URL]","【LINEメッセージ 1／text】
先ほどお送りした「セミナー招待状」は
確認できましたか？😊

残りの5大特典（⑥〜⑩）は、
特に有料級の内容となっているため、
セミナーの最後に【参加者限定】でお渡しします🎁

予定が合う方は、忘れないうちに
先に席だけ確保しておいてくださいね👇
[第1日程申込URL]","[第1日程申込URL] / 画像：https://drive.usercontent.google.com/download?id=1N4ce4deT64SE9bn9-tsgLF3B-K6o4coO&export=view&confirm=t","セミナー未申込・面談未予約・日程不可未選択。申込ページクリック済み／VSL中／予約完了／面談済み／営業停止は除外","[UTAGE実装時作成]","NEW-YT-D1-02"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","56","20260810新規","セミナー募集_第1日程","ステップ配信","3","LINE","YT-D1-SEM-A03（開催10日前10:00）","イベント参加日","第1日程 10日前10:00（未経過時のみ）","レビュー中","LINE","","【LINEメッセージ 1／text】
セミナーの最後にお渡しする
【限定特典⑥〜⑩】について少しご紹介します✨

内容は、【AIで動画制作法】や、【AIを使ったホームページ制作法】など、
セミナーの理解をさらに深めて「次の一歩」へすぐ踏み出せるような、
超・実践的なお役立ち資料にしています！💡

ぜひ楽しみにしていてくださいね😊
▼セミナーのお申し込みはこちら
[第1日程申込URL]","【LINEメッセージ 1／text】
セミナーの最後にお渡しする
【限定特典⑥〜⑩】について少しご紹介します✨

内容は、【AIで動画制作法】や、【AIを使ったホームページ制作法】など、
セミナーの理解をさらに深めて「次の一歩」へすぐ踏み出せるような、
超・実践的なお役立ち資料にしています！💡

ぜひ楽しみにしていてくださいね😊
▼セミナーのお申し込みはこちら
[第1日程申込URL]","【LINEメッセージ 1／text】
セミナーの最後にお渡しする
【限定特典⑥〜⑩】について少しご紹介します✨

内容は、【AIで動画制作法】や、【AIを使ったホームページ制作法】など、
セミナーの理解をさらに深めて「次の一歩」へすぐ踏み出せるような、
超・実践的なお役立ち資料にしています！💡

ぜひ楽しみにしていてくださいね😊
▼セミナーのお申し込みはこちら
[第1日程申込URL]","【LINEメッセージ 1／text】
セミナーの最後にお渡しする
【限定特典⑥〜⑩】について少しご紹介します✨

内容は、【AIで動画制作法】や、【AIを使ったホームページ制作法】など、
セミナーの理解をさらに深めて「次の一歩」へすぐ踏み出せるような、
超・実践的なお役立ち資料にしています！💡

ぜひ楽しみにしていてくださいね😊
▼セミナーのお申し込みはこちら
[第1日程申込URL]","[第1日程申込URL]","セミナー未申込・面談未予約・日程不可未選択。申込ページクリック済み／VSL中／予約完了／面談済み／営業停止は除外","[UTAGE実装時作成]","NEW-YT-D1-03"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","57","20260810新規","セミナー募集_第1日程","ステップ配信","4","LINE","YT-D1-SEM-A04（開催8日前19:00）","イベント参加日","第1日程 8日前19:00（未経過時のみ）","レビュー中","LINE","","【LINEメッセージ 1／text】
今回のセミナーでは、単にAIの知識を
増やすだけではなく、以下の3点を
あなたのペースに合わせて整理していきます🌱✨

１．今のあなたに実践できること🚀
２．あなたの生活・仕事で「AIを活かせる場面」🤖
３．今日からスタートできる「最初の一歩」💪

▼お席の確保はこちらからどうぞ👇😊
[第1日程申込URL]","【LINEメッセージ 1／text】
今回のセミナーでは、単にAIの知識を
増やすだけではなく、以下の3点を
あなたのペースに合わせて整理していきます🌱✨

１．今のあなたに実践できること🚀
２．あなたの生活・仕事で「AIを活かせる場面」🤖
３．今日からスタートできる「最初の一歩」💪

▼お席の確保はこちらからどうぞ👇😊
[第1日程申込URL]","【LINEメッセージ 1／text】
今回のセミナーでは、単にAIの知識を
増やすだけではなく、以下の3点を
あなたのペースに合わせて整理していきます🌱✨

１．今のあなたに実践できること🚀
２．あなたの生活・仕事で「AIを活かせる場面」🤖
３．今日からスタートできる「最初の一歩」💪

▼お席の確保はこちらからどうぞ👇😊
[第1日程申込URL]","【LINEメッセージ 1／text】
今回のセミナーでは、単にAIの知識を
増やすだけではなく、以下の3点を
あなたのペースに合わせて整理していきます🌱✨

１．今のあなたに実践できること🚀
２．あなたの生活・仕事で「AIを活かせる場面」🤖
３．今日からスタートできる「最初の一歩」💪

▼お席の確保はこちらからどうぞ👇😊
[第1日程申込URL]","[第1日程申込URL]","セミナー未申込・面談未予約・日程不可未選択。申込ページクリック済み／VSL中／予約完了／面談済み／営業停止は除外","[UTAGE実装時作成]","NEW-YT-D1-04"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","58","20260810新規","セミナー募集_第1日程","ステップ配信","5","LINE","YT-D1-SEM-D7-01（開催7日前10:00）","イベント参加日","第1日程 7日前10:00（未経過時のみ）","レビュー中","LINE","","【LINEメッセージ 1／text】
セミナー開催まで【あと1週間】です！🗓️✨


▼お席の確保はこちらからどうぞ👇😊
[第1日程申込URL]","【LINEメッセージ 1／text】
セミナー開催まで【あと1週間】です！🗓️✨


▼お席の確保はこちらからどうぞ👇😊
[第1日程申込URL]","【LINEメッセージ 1／text】
セミナー開催まで【あと1週間】です！🗓️✨


▼お席の確保はこちらからどうぞ👇😊
[第1日程申込URL]","【LINEメッセージ 1／text】
セミナー開催まで【あと1週間】です！🗓️✨


▼お席の確保はこちらからどうぞ👇😊
[第1日程申込URL]","[第1日程申込URL]","セミナー未申込・面談未予約・日程不可未選択。申込ページクリック済み／VSL中／予約完了／面談済み／営業停止は除外","[UTAGE実装時作成]","NEW-YT-D1-05"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","59","20260810新規","セミナー募集_第1日程","ステップ配信","6","LINE","YT-D1-SEM-D7-02（開催7日前20:00）","イベント参加日","第1日程 7日前20:00（未経過時のみ）","レビュー中","LINE","","【LINEメッセージ 1／text】
セミナー開催まで【あと1週間】です！🗓️✨

セミナーのお申し込みは、お名前と
メールアドレスを入力するだけで完了します📝✨

ご登録後、参加URLをLINEとメールの
両方へお送りします。

まずは開催日時が合うかだけでも確認してみてくださいね👇😊
[第1日程申込URL]","【LINEメッセージ 1／text】
セミナー開催まで【あと1週間】です！🗓️✨

セミナーのお申し込みは、お名前と
メールアドレスを入力するだけで完了します📝✨

ご登録後、参加URLをLINEとメールの
両方へお送りします。

まずは開催日時が合うかだけでも確認してみてくださいね👇😊
[第1日程申込URL]","【LINEメッセージ 1／text】
セミナー開催まで【あと1週間】です！🗓️✨

セミナーのお申し込みは、お名前と
メールアドレスを入力するだけで完了します📝✨

ご登録後、参加URLをLINEとメールの
両方へお送りします。

まずは開催日時が合うかだけでも確認してみてくださいね👇😊
[第1日程申込URL]","【LINEメッセージ 1／text】
セミナー開催まで【あと1週間】です！🗓️✨

セミナーのお申し込みは、お名前と
メールアドレスを入力するだけで完了します📝✨

ご登録後、参加URLをLINEとメールの
両方へお送りします。

まずは開催日時が合うかだけでも確認してみてくださいね👇😊
[第1日程申込URL]","[第1日程申込URL]","セミナー未申込・面談未予約・日程不可未選択。申込ページクリック済み／VSL中／予約完了／面談済み／営業停止は除外","[UTAGE実装時作成]","NEW-YT-D1-06"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","60","20260810新規","セミナー募集_第1日程","ステップ配信","7","LINE","YT-D1-SEM-A05（開催6日前10:00）","イベント参加日","第1日程 6日前10:00（未経過時のみ）","レビュー中","LINE","","【LINEメッセージ 1／text】
今回のセミナーは、単に「AIの知識を増やす」
だけのものではありません💡

このセミナーで1番多い声は
「AIを学んだけど成果が出ない理由がすっきり解決した！」✨
「これまでYouTubeで学んできたけど、自分にあったAIの活かし方がようやくわかった！」💡
「今の私が次にやるべきアクションが明確になりました！」🚀

実はAIの知識だけ増やしても、ビジネスへの活かし方に繋がりません。
「AIを自分の仕事やキャリアにどう活かすか」
を整理し、聞いた後に【具体的に何をすればいいか】
まで、一緒に考えられる内容になっています！🚀

▼席の確保はこちらからどうぞ👇
[第1日程申込URL]","【LINEメッセージ 1／text】
今回のセミナーは、単に「AIの知識を増やす」
だけのものではありません💡

このセミナーで1番多い声は
「AIを学んだけど成果が出ない理由がすっきり解決した！」✨
「これまでYouTubeで学んできたけど、自分にあったAIの活かし方がようやくわかった！」💡
「今の私が次にやるべきアクションが明確になりました！」🚀

実はAIの知識だけ増やしても、ビジネスへの活かし方に繋がりません。
「AIを自分の仕事やキャリアにどう活かすか」
を整理し、聞いた後に【具体的に何をすればいいか】
まで、一緒に考えられる内容になっています！🚀

▼席の確保はこちらからどうぞ👇
[第1日程申込URL]","【LINEメッセージ 1／text】
今回のセミナーは、単に「AIの知識を増やす」
だけのものではありません💡

このセミナーで1番多い声は
「AIを学んだけど成果が出ない理由がすっきり解決した！」✨
「これまでYouTubeで学んできたけど、自分にあったAIの活かし方がようやくわかった！」💡
「今の私が次にやるべきアクションが明確になりました！」🚀

実はAIの知識だけ増やしても、ビジネスへの活かし方に繋がりません。
「AIを自分の仕事やキャリアにどう活かすか」
を整理し、聞いた後に【具体的に何をすればいいか】
まで、一緒に考えられる内容になっています！🚀

▼席の確保はこちらからどうぞ👇
[第1日程申込URL]","【LINEメッセージ 1／text】
今回のセミナーは、単に「AIの知識を増やす」
だけのものではありません💡

このセミナーで1番多い声は
「AIを学んだけど成果が出ない理由がすっきり解決した！」✨
「これまでYouTubeで学んできたけど、自分にあったAIの活かし方がようやくわかった！」💡
「今の私が次にやるべきアクションが明確になりました！」🚀

実はAIの知識だけ増やしても、ビジネスへの活かし方に繋がりません。
「AIを自分の仕事やキャリアにどう活かすか」
を整理し、聞いた後に【具体的に何をすればいいか】
まで、一緒に考えられる内容になっています！🚀

▼席の確保はこちらからどうぞ👇
[第1日程申込URL]","[第1日程申込URL]","セミナー未申込・面談未予約・日程不可未選択。申込ページクリック済み／VSL中／予約完了／面談済み／営業停止は除外","[UTAGE実装時作成]","NEW-YT-D1-07"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","61","20260810新規","セミナー募集_第1日程","ステップ配信","8","LINE","YT-D1-SEM-A06（開催5日前19:00）","イベント参加日","第1日程 5日前19:00（未経過時のみ）","レビュー中","LINE","","【LINEメッセージ 1／text】
「AI初心者ですが、参加しても大丈夫ですか...？」
というご質問をよくいただきましたが、
全く問題ありませんのでご安心ください！😊

むしろAIは初心者だからこその着眼点がかなり重要なんです！
初心者だからこその、新しい発想や発見がある...!!😳

過去のセミナーの様子や、
参加者の方々のリアルな感想は、
こちらからご確認いただけます👇✨
https://seminar-voices.netlify.app/","【LINEメッセージ 1／text】
「AI初心者ですが、参加しても大丈夫ですか...？」
というご質問をよくいただきましたが、
全く問題ありませんのでご安心ください！😊

むしろAIは初心者だからこその着眼点がかなり重要なんです！
初心者だからこその、新しい発想や発見がある...!!😳

過去のセミナーの様子や、
参加者の方々のリアルな感想は、
こちらからご確認いただけます👇✨
https://seminar-voices.netlify.app/","【LINEメッセージ 1／text】
「AI初心者ですが、参加しても大丈夫ですか...？」
というご質問をよくいただきましたが、
全く問題ありませんのでご安心ください！😊

むしろAIは初心者だからこその着眼点がかなり重要なんです！
初心者だからこその、新しい発想や発見がある...!!😳

過去のセミナーの様子や、
参加者の方々のリアルな感想は、
こちらからご確認いただけます👇✨
https://seminar-voices.netlify.app/","【LINEメッセージ 1／text】
「AI初心者ですが、参加しても大丈夫ですか...？」
というご質問をよくいただきましたが、
全く問題ありませんのでご安心ください！😊

むしろAIは初心者だからこその着眼点がかなり重要なんです！
初心者だからこその、新しい発想や発見がある...!!😳

過去のセミナーの様子や、
参加者の方々のリアルな感想は、
こちらからご確認いただけます👇✨
https://seminar-voices.netlify.app/","[第1日程申込URL]","セミナー未申込・面談未予約・日程不可未選択。申込ページクリック済み／VSL中／予約完了／面談済み／営業停止は除外","[UTAGE実装時作成]","NEW-YT-D1-08"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","62","20260810新規","セミナー募集_第1日程","ステップ配信","9","LINE","YT-D1-SEM-A07（開催4日前20:00）","イベント参加日","第1日程 4日前20:00（未経過時のみ）","レビュー中","LINE","","【LINEメッセージ 1／text】
セミナーのお申し込みは、お名前と
メールアドレスを入力するだけで完了します📝✨

ご登録後、参加URLをLINEとメールの
両方へお送りします。👍😊

「当日にLINEのトークからURLを探すのが大変…💦」
という時も、メールに情報が残っているので
スムーズに参加できて安心です
👇😊
[第1日程申込URL]","【LINEメッセージ 1／text】
セミナーのお申し込みは、お名前と
メールアドレスを入力するだけで完了します📝✨

ご登録後、参加URLをLINEとメールの
両方へお送りします。👍😊

「当日にLINEのトークからURLを探すのが大変…💦」
という時も、メールに情報が残っているので
スムーズに参加できて安心です
👇😊
[第1日程申込URL]","【LINEメッセージ 1／text】
セミナーのお申し込みは、お名前と
メールアドレスを入力するだけで完了します📝✨

ご登録後、参加URLをLINEとメールの
両方へお送りします。👍😊

「当日にLINEのトークからURLを探すのが大変…💦」
という時も、メールに情報が残っているので
スムーズに参加できて安心です
👇😊
[第1日程申込URL]","【LINEメッセージ 1／text】
セミナーのお申し込みは、お名前と
メールアドレスを入力するだけで完了します📝✨

ご登録後、参加URLをLINEとメールの
両方へお送りします。👍😊

「当日にLINEのトークからURLを探すのが大変…💦」
という時も、メールに情報が残っているので
スムーズに参加できて安心です
👇😊
[第1日程申込URL]","[第1日程申込URL]","セミナー未申込・面談未予約・日程不可未選択。申込ページクリック済み／VSL中／予約完了／面談済み／営業停止は除外","[UTAGE実装時作成]","NEW-YT-D1-09"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","63","20260810新規","セミナー募集_第1日程","ステップ配信","10","LINE","YT-D1-SEM-B01（開催3日前10:00）","イベント参加日","第1日程 3日前10:00（未経過時のみ）","レビュー中","LINE","","【LINEメッセージ 1／text】
セミナー開催まで【あと3日】となりました！⏰


このセミナーでは「AIの深い知識」ではなく、
「AIをどうビジネスに繋げるか」を体系的に学べる時間になっています☺️✨

""AIでホームページが作れる""、""AIで動画制作ができる""、
ではその後は...？😥

AIを学ぶだけではビジネスは出来ません💦
その知識を発展させるための時間になっています🚀

少しでもご興味ある方は、ぜひお早めにお申し込みください！✨

📅 日時：[第1日程]
💻 形式：オンライン（Zoomなど）

参加用のURLは、お申し込み後に
LINEとメールでお送りいたします。

▼席の確保はお早めにどうぞ👇😊
[第1日程申込URL]","【LINEメッセージ 1／text】
セミナー開催まで【あと3日】となりました！⏰


このセミナーでは「AIの深い知識」ではなく、
「AIをどうビジネスに繋げるか」を体系的に学べる時間になっています☺️✨

""AIでホームページが作れる""、""AIで動画制作ができる""、
ではその後は...？😥

AIを学ぶだけではビジネスは出来ません💦
その知識を発展させるための時間になっています🚀

少しでもご興味ある方は、ぜひお早めにお申し込みください！✨

📅 日時：[第1日程]
💻 形式：オンライン（Zoomなど）

参加用のURLは、お申し込み後に
LINEとメールでお送りいたします。

▼席の確保はお早めにどうぞ👇😊
[第1日程申込URL]","【LINEメッセージ 1／text】
セミナー開催まで【あと3日】となりました！⏰


このセミナーでは「AIの深い知識」ではなく、
「AIをどうビジネスに繋げるか」を体系的に学べる時間になっています☺️✨

""AIでホームページが作れる""、""AIで動画制作ができる""、
ではその後は...？😥

AIを学ぶだけではビジネスは出来ません💦
その知識を発展させるための時間になっています🚀

少しでもご興味ある方は、ぜひお早めにお申し込みください！✨

📅 日時：[第1日程]
💻 形式：オンライン（Zoomなど）

参加用のURLは、お申し込み後に
LINEとメールでお送りいたします。

▼席の確保はお早めにどうぞ👇😊
[第1日程申込URL]","【LINEメッセージ 1／text】
セミナー開催まで【あと3日】となりました！⏰


このセミナーでは「AIの深い知識」ではなく、
「AIをどうビジネスに繋げるか」を体系的に学べる時間になっています☺️✨

""AIでホームページが作れる""、""AIで動画制作ができる""、
ではその後は...？😥

AIを学ぶだけではビジネスは出来ません💦
その知識を発展させるための時間になっています🚀

少しでもご興味ある方は、ぜひお早めにお申し込みください！✨

📅 日時：[第1日程]
💻 形式：オンライン（Zoomなど）

参加用のURLは、お申し込み後に
LINEとメールでお送りいたします。

▼席の確保はお早めにどうぞ👇😊
[第1日程申込URL]","[第1日程申込URL]","セミナー未申込・面談未予約・日程不可未選択。申込ページクリック済み／VSL中／予約完了／面談済み／営業停止は除外","[UTAGE実装時作成]","NEW-YT-D1-10"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","64","20260810新規","セミナー募集_第1日程","ステップ配信","11","LINE","YT-D1-SEM-B02（開催3日前20:00）","イベント参加日","第1日程 3日前20:00（未経過時のみ）","レビュー中","LINE","","【LINEメッセージ 1／text】
「まだAIを触り始めたばかり…」
という方でも、どうぞご安心ください😊

むしろAIビジネスは触り始めた方の方が有利に働くことが多いです！
その実態をセミナーでお伝えいたします🚀🔥

あなたのこれまでの経験や、得意なことを
振り返りながら、「自分にぴったりのAI活用法」
を見つけるところから優しく進めていきます🌱

▼詳細・お申し込みはこちらから👇
[第1日程申込URL]","【LINEメッセージ 1／text】
「まだAIを触り始めたばかり…」
という方でも、どうぞご安心ください😊

むしろAIビジネスは触り始めた方の方が有利に働くことが多いです！
その実態をセミナーでお伝えいたします🚀🔥

あなたのこれまでの経験や、得意なことを
振り返りながら、「自分にぴったりのAI活用法」
を見つけるところから優しく進めていきます🌱

▼詳細・お申し込みはこちらから👇
[第1日程申込URL]","【LINEメッセージ 1／text】
「まだAIを触り始めたばかり…」
という方でも、どうぞご安心ください😊

むしろAIビジネスは触り始めた方の方が有利に働くことが多いです！
その実態をセミナーでお伝えいたします🚀🔥

あなたのこれまでの経験や、得意なことを
振り返りながら、「自分にぴったりのAI活用法」
を見つけるところから優しく進めていきます🌱

▼詳細・お申し込みはこちらから👇
[第1日程申込URL]","【LINEメッセージ 1／text】
「まだAIを触り始めたばかり…」
という方でも、どうぞご安心ください😊

むしろAIビジネスは触り始めた方の方が有利に働くことが多いです！
その実態をセミナーでお伝えいたします🚀🔥

あなたのこれまでの経験や、得意なことを
振り返りながら、「自分にぴったりのAI活用法」
を見つけるところから優しく進めていきます🌱

▼詳細・お申し込みはこちらから👇
[第1日程申込URL]","[第1日程申込URL]","セミナー未申込・面談未予約・日程不可未選択。申込ページクリック済み／VSL中／予約完了／面談済み／営業停止は除外","[UTAGE実装時作成]","NEW-YT-D1-11"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","65","20260810新規","セミナー募集_第1日程","ステップ配信","12","LINE","YT-D1-SEM-B03（開催2日前10:00）","イベント参加日","第1日程 2日前10:00（未経過時のみ）","レビュー中","LINE","","【LINEメッセージ 1／text】
今回のセミナーは、
特にこんな方におすすめです！💡

🌟 AIを自分の仕事に活かしたい
🌟 学ぶ順番をスッキリ整理したい
🌟 自分の「強み」とAIを掛け合わせたい
🌟 今日からできる具体的な一歩を決めたい

1つでも当てはまる方は、
ここが分岐点になると思います...!!
一歩踏み出すか、足踏みをするか。
少しでもご自身にプラスの影響を与えたい方はぜひ👇😊
[第1日程申込URL]","【LINEメッセージ 1／text】
今回のセミナーは、
特にこんな方におすすめです！💡

🌟 AIを自分の仕事に活かしたい
🌟 学ぶ順番をスッキリ整理したい
🌟 自分の「強み」とAIを掛け合わせたい
🌟 今日からできる具体的な一歩を決めたい

1つでも当てはまる方は、
ここが分岐点になると思います...!!
一歩踏み出すか、足踏みをするか。
少しでもご自身にプラスの影響を与えたい方はぜひ👇😊
[第1日程申込URL]","【LINEメッセージ 1／text】
今回のセミナーは、
特にこんな方におすすめです！💡

🌟 AIを自分の仕事に活かしたい
🌟 学ぶ順番をスッキリ整理したい
🌟 自分の「強み」とAIを掛け合わせたい
🌟 今日からできる具体的な一歩を決めたい

1つでも当てはまる方は、
ここが分岐点になると思います...!!
一歩踏み出すか、足踏みをするか。
少しでもご自身にプラスの影響を与えたい方はぜひ👇😊
[第1日程申込URL]","【LINEメッセージ 1／text】
今回のセミナーは、
特にこんな方におすすめです！💡

🌟 AIを自分の仕事に活かしたい
🌟 学ぶ順番をスッキリ整理したい
🌟 自分の「強み」とAIを掛け合わせたい
🌟 今日からできる具体的な一歩を決めたい

1つでも当てはまる方は、
ここが分岐点になると思います...!!
一歩踏み出すか、足踏みをするか。
少しでもご自身にプラスの影響を与えたい方はぜひ👇😊
[第1日程申込URL]","[第1日程申込URL]","セミナー未申込・面談未予約・日程不可未選択。申込ページクリック済み／VSL中／予約完了／面談済み／営業停止は除外","[UTAGE実装時作成]","NEW-YT-D1-12"
"YouTube_ゆっくりAI","REVIEW_YouTube_ゆっくりAI_20260810","66","20260810新規","セミナー募集_第1日程","ステップ配信","13","LINE","YT-D1-SEM-B04（開催2日前20:00）","イベント参加日","第1日程 2日前20:00（未経過時のみ）","レビュー中","LINE","","【LINEメッセージ 1／text】
限定特典⑥〜⑩をお受け取りいただけるのは、
セミナーを最後までご視聴いただいた方のみとなります🎁

もし「途中までは参加できるけど、最後までは時間的に...」
という方は、個別にメールからご連絡ください！
ご参加いただけたことを確認できましたら、特典の方をお礼にお渡しいたします！

「あとで予定を確認しよう」と思っていると
満席になってしまうこともあるので、
忘れないうちに席を確保しておいてくださいね👇✨
[第1日程申込URL]","【LINEメッセージ 1／text】
限定特典⑥〜⑩をお受け取りいただけるのは、
セミナーを最後までご視聴いただいた方のみとなります🎁

もし「途中までは参加できるけど、最後までは時間的に...」
という方は、個別にメールからご連絡ください！
ご参加いただけたことを確認できましたら、特典の方をお礼にお渡しいたします！

「あとで予定を確認しよう」と思っていると
満席になってしまうこともあるので、
忘れないうちに席を確保しておいてくださいね👇✨
[第1日程申込URL]","【LINEメッセージ 1／text】
限定特典⑥〜⑩をお受け取りいただけるのは、
セミナーを最後までご視聴いただいた方のみとなります🎁

もし「途中までは参加できるけど、最後までは時間的に...」
という方は、個別にメールからご連絡ください！
ご参加いただけたことを確認できましたら、特典の方をお礼にお渡しいたします！

「あとで予定を確認しよう」と思っていると
満席になってしまうこともあるので、
忘れないうちに席を確保しておいてくださいね👇✨
[第1日程申込URL]","【LINEメッセージ 1／text】
限定特典⑥〜⑩をお受け取りいただけるのは、
セミナーを最後までご視聴いただいた方のみとなります🎁

もし「途中までは参加できるけど、最後までは時間的に...」
という方は、個別にメールからご連絡ください！
ご参加いただけたことを確認できましたら、特典の方をお礼にお渡しいたします！

「あとで予定を確認しよう」と思っていると
満席になってしまうこともあるので、
忘れないうちに席を確保しておいてくださいね👇✨
[第1日程申込URL]","[第1日程申込URL]","セミナー未申込・面談未予約・日程不可未選択。申込ページクリック済み／VSL中／予約完了／面談済み／営業停止は除外","[UTAGE実装時作成]","NEW-YT-D1-13"
