"ファネル","承認元シート","No.","レビュー状態","行種別","フェーズ","シナリオ名","管理ID","対象・入口条件","配信タイミング","媒体","推奨形式","管理名称","件名","本文（全文・編集可）","CTA文言","CTA URL／変数","付与ラベル","解除ラベル","停止・除外条件","終了条件／次シナリオ","実装メモ","画像URL（YouTube原本）","画像プレビュー（セル内）","UTAGE挿入位置","画像内テキスト","使用指示・注意"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","41","レビュー中","メッセージ","セミナー募集","IG_10_セミナー募集_第1日程","c4DE7dl6EP7m","セミナー未申込・日程不可未選択・面談未予約","第1日程 開始10分前","LINE","テキスト＋ボタン","SEM-B11（開始10分前）","","【LINEメッセージ 1／text】
まもなくセミナーを開始します！📢

こちらが今回のセミナーお申し込みの
【最後のご案内】となります。

正直ながら見するだけでも、
今回の内容は十分皆さんの分岐点になると確信しています。
AIをビジネスに発展させるのに必要なのは、""知識""ではなく""きっかけ""です。

まだ受付中ですので、こちらから
今すぐ参加登録を完了してくださいね👇✨

【LINEメッセージ 2／button】
{
  ""seq"": 1,
  ""type"": ""button"",
  ""alt_text"": ""【無料セミナー】AIでひとり起業攻略法"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""thumbnail_image_url"": null,
  ""title"": ""AIでひとり起業攻略法"",
  ""text"": ""Zoomライブ・最新日程は申込ページへ"",
  ""actions"": [
    {
      ""type"": ""url"",
      ""label"": ""セミナーに申し込む"",
      ""uri"": ""[第1日程申込URL]"",
      ""add_label_id"": null,
      ""del_label_id"": null
    }
  ]
}","セミナーに申し込む","[第1日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","IG_11_第2日程が最後","第1日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","YouTube原文をそのまま使用。"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","42","レビュー中","メッセージ","セミナー募集","IG_11_第2日程が最後","IG-SEM-LAST-DATE","第1日程終了・セミナー未申込・日程不可未選択","第1日程終了後（第2日程の募集開始時刻）","LINE","text+button","SEM-LAST-DATE","","【LINEメッセージ 1／text】
第1日程は終了しました。
次が最後の日程です！📢

📅 [第2日程]

まだお申し込みでない方は、こちらから参加枠をご確認ください👇","最後の日程に申し込む","[第2日程申込URL｜ACT-SEM-PAGE]","","","seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","IG_10_セミナー募集_第2日程","2日程制に必要な最小限の新規文。","","","","",""
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","43","レビュー中","メッセージ","セミナー募集","IG_10_セミナー募集_第2日程","LQpvKDFjDGsM","セミナー未申込・日程不可未選択・面談未予約","第2日程 14日前10:00（未経過時のみ）","LINE","テキスト","SEM-A01（開催14日前10:00）","","【LINEメッセージ 1／text】
特典①〜④をご覧になって、
「自分なら、何から始めればいいんだろう？🤔」
と感じた方へ。

先ほど、そのモヤモヤをすっきり解消する
【特典⑤：セミナー招待券】をお送りしました！🎟️🚀
質疑応答の時間もたくさんご用意しているので、まずは現状を変えるための一歩としてご参加していただければと思います☺️
ぜひチェックしてください✨","セミナー招待券を受け取る","[第2日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第2日程案内","第1日程終了後に開始。第2日程開始まで。未経過の配信だけ実行。","https://drive.usercontent.google.com/download?id=1hDHYwE25L5n73r3M4u7dnhZP935HQ8-5&export=view&confirm=t","=IF(U55="""","""",IMAGE(U55))","本文直前（画像→本文→CTA）","AIでひとり起業攻略法とは何か／具体的な次の一歩","吉本さん原案 a61066b1-911e-4aa9-9dae-effb289e7601.png を原寸・無加工で使用。文章・絵文字・分岐・配信時刻は承認済み行を維持する。"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","44","レビュー中","メッセージ","セミナー募集","IG_10_セミナー募集_第2日程","AqiRBjFsP3Kl","セミナー未申込・日程不可未選択・面談未予約","第2日程 12日前19:00（未経過時のみ）","LINE","テキスト＋ボタン","SEM-A02（開催12日前19:00）","","【LINEメッセージ 1／text】
先ほどお送りした「セミナー招待状」は
確認できましたか？😊

残りの5大特典（⑥〜⑩）は、
特に有料級の内容となっているため、
セミナーの最後に【参加者限定】でお渡しします🎁

予定が合う方は、忘れないうちに
先に席だけ確保しておいてくださいね👇
[第2日程申込URL]","セミナーに申し込む","[第2日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第2日程案内","第1日程終了後に開始。第2日程開始まで。未経過の配信だけ実行。","https://drive.usercontent.google.com/download?id=1N4ce4deT64SE9bn9-tsgLF3B-K6o4coO&export=view&confirm=t","=IF(U56="""","""",IMAGE(U56))","本文直前（画像→本文→CTA）","セミナー参加限定特典①〜⑤（豪華特典⑥〜⑩）","吉本さん原案 84dbdc97-a0b4-4788-9d9c-6d402e369798.png を原寸・無加工で使用。文章・絵文字・分岐・配信時刻は承認済み行を維持する。"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","45","レビュー中","メッセージ","セミナー募集","IG_10_セミナー募集_第2日程","JHSy8ypSk7Oy","セミナー未申込・日程不可未選択・面談未予約","第2日程 10日前10:00（未経過時のみ）","LINE","画像＋テキスト＋ボタン（画像: 03_参加者限定_残り5特典.png）","SEM-A03（開催10日前10:00）","","【LINEメッセージ 1／text】
セミナーの最後にお渡しする
【限定特典⑥〜⑩】について少しご紹介します✨

内容は、【AIで動画制作法】や、【AIを使ったホームページ制作法】など、
セミナーの理解をさらに深めて「次の一歩」へすぐ踏み出せるような、
超・実践的なお役立ち資料にしています！💡

ぜひ楽しみにしていてくださいね😊
▼セミナーのお申し込みはこちら
[第2日程申込URL]","残り5特典を受け取るために参加する","[第2日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第2日程案内","第1日程終了後に開始。第2日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","吉本さん原案 SEM-U03 を基礎。文章・絵文字を優先し、配信時刻・分岐・変数だけ現行確定ルールへ合わせる。"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","46","レビュー中","メッセージ","セミナー募集","IG_10_セミナー募集_第2日程","pn1FoJ7Cr80a","セミナー未申込・日程不可未選択・面談未予約","第2日程 8日前19:00（未経過時のみ）","LINE","テキスト＋ボタン","SEM-A04（開催8日前19:00）","","【LINEメッセージ 1／text】
今回のセミナーでは、単にAIの知識を
増やすだけではなく、以下の3点を
あなたのペースに合わせて整理していきます🌱✨

１．今のあなたに実践できること🚀
２．あなたの生活・仕事で「AIを活かせる場面」🤖
３．今日からスタートできる「最初の一歩」💪

▼お席の確保はこちらからどうぞ👇😊
[第2日程申込URL]","セミナー内容を確認する","[第2日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第2日程案内","第1日程終了後に開始。第2日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","吉本さん原案 SEM-U17 を基礎。文章・絵文字を優先し、配信時刻・分岐・変数だけ現行確定ルールへ合わせる。"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","47","レビュー中","メッセージ","セミナー募集","IG_10_セミナー募集_第2日程","IG-SEM-D7-10-NEW","セミナー未申込・日程不可未選択・面談未予約","第2日程 7日前10:00（未経過時のみ）","LINE","テキスト＋ボタン","SEM-D7-01（開催7日前10:00）","","【LINEメッセージ 1／text】
セミナー開催まで【あと1週間】です！🗓️✨


▼お席の確保はこちらからどうぞ👇😊
[第2日程申込URL]","セミナー内容を確認する","[第2日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第2日程案内","第1日程終了後に開始。第2日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","吉本さん原案 SEM-U17 を基礎。本文・絵文字を優先し、開催1週間前の表記と分岐・変数だけ現行確定ルールへ合わせる。"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","48","レビュー中","メッセージ","セミナー募集","IG_10_セミナー募集_第2日程","IG-SEM-D7-20-NEW","セミナー未申込・日程不可未選択・面談未予約","第2日程 7日前20:00（未経過時のみ）","LINE","テキスト＋ボタン","SEM-D7-02（開催7日前20:00）","","【LINEメッセージ 1／text】
セミナー開催まで【あと1週間】です！🗓️✨

セミナーのお申し込みは、お名前と
メールアドレスを入力するだけで完了します📝✨

ご登録後、参加URLをLINEとメールの
両方へお送りします。

まずは開催日時が合うかだけでも確認してみてくださいね👇😊
[第2日程申込URL]","日時を確認して申し込む","[第2日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第2日程案内","第1日程終了後に開始。第2日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","吉本さん原案 SEM-U18 を基礎。本文・絵文字を優先し、開催1週間前の表記と分岐・変数だけ現行確定ルールへ合わせる。"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","49","レビュー中","メッセージ","セミナー募集","IG_10_セミナー募集_第2日程","hwMrSLSGqmde","セミナー未申込・日程不可未選択・面談未予約","第2日程 6日前10:00（未経過時のみ）","LINE","画像＋テキスト＋ボタン（画像: 04_セミナーで学べること.png）","SEM-A05（開催6日前10:00）","","【LINEメッセージ 1／text】
今回のセミナーは、単に「AIの知識を増やす」
だけのものではありません💡

このセミナーで1番多い声は
「AIを学んだけど成果が出ない理由がすっきり解決した！」✨
「これまでYouTubeで学んできたけど、自分にあったAIの活かし方がようやくわかった！」💡
「今の私が次にやるべきアクションが明確になりました！」🚀

実はAIの知識だけ増やしても、ビジネスへの活かし方に繋がりません。
「AIを自分の仕事やキャリアにどう活かすか」
を整理し、聞いた後に【具体的に何をすればいいか】
まで、一緒に考えられる内容になっています！🚀

▼席の確保はこちらからどうぞ👇
[第2日程申込URL]","セミナー詳細を見る","[第2日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第2日程案内","第1日程終了後に開始。第2日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","吉本さん原案 SEM-U04 を基礎。文章・絵文字を優先し、配信時刻・分岐・変数だけ現行確定ルールへ合わせる。"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","50","レビュー中","メッセージ","セミナー募集","IG_10_セミナー募集_第2日程","UGcaRCoMFOxK","セミナー未申込・日程不可未選択・面談未予約","第2日程 5日前19:00（未経過時のみ）","LINE","画像＋テキスト＋ボタン（画像: 05_参加者写真_差替テンプレ.png）","SEM-A06（開催5日前19:00）","","【LINEメッセージ 1／text】
「AI初心者ですが、参加しても大丈夫ですか...？」
というご質問をよくいただきましたが、
全く問題ありませんのでご安心ください！😊

むしろAIは初心者だからこその着眼点がかなり重要なんです！
初心者だからこその、新しい発想や発見がある...!!😳

過去のセミナーの様子や、
参加者の方々のリアルな感想は、
こちらからご確認いただけます👇✨
https://seminar-voices.netlify.app/","内容を確認して申し込む","[第2日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第2日程案内","第1日程終了後に開始。第2日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","吉本さん原案 SEM-U05 を基礎。文章・絵文字を優先し、配信時刻・分岐・変数だけ現行確定ルールへ合わせる。 実績・感想表現は公開前に根拠確認。"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","51","レビュー中","メッセージ","セミナー募集","IG_10_セミナー募集_第2日程","RokpcnZILyfj","セミナー未申込・日程不可未選択・面談未予約","第2日程 4日前20:00（未経過時のみ）","LINE","テキスト＋ボタン","SEM-A07（開催4日前20:00）","","【LINEメッセージ 1／text】
セミナーのお申し込みは、お名前と
メールアドレスを入力するだけで完了します📝✨

ご登録後、参加URLをLINEとメールの
両方へお送りします。👍😊

「当日にLINEのトークからURLを探すのが大変…💦」
という時も、メールに情報が残っているので
スムーズに参加できて安心です
👇😊
[第2日程申込URL]","日時を確認して申し込む","[第2日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第2日程案内","第1日程終了後に開始。第2日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","吉本さん原案 SEM-U18 を基礎。文章・絵文字を優先し、配信時刻・分岐・変数だけ現行確定ルールへ合わせる。"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","52","レビュー中","メッセージ","セミナー募集","IG_10_セミナー募集_第2日程","yfZhr4eBiYca","セミナー未申込・日程不可未選択・面談未予約","第2日程 3日前10:00（未経過時のみ）","LINE","テキスト＋ボタン","SEM-B01（開催3日前10:00）","","【LINEメッセージ 1／text】
セミナー開催まで【あと3日】となりました！⏰


このセミナーでは「AIの深い知識」ではなく、
「AIをどうビジネスに繋げるか」を体系的に学べる時間になっています☺️✨

""AIでホームページが作れる""、""AIで動画制作ができる""、
ではその後は...？😥

AIを学ぶだけではビジネスは出来ません💦
その知識を発展させるための時間になっています🚀

少しでもご興味ある方は、ぜひお早めにお申し込みください！✨

📅 日時：[第2日程]
💻 形式：オンライン（Zoomなど）

参加用のURLは、お申し込み後に
LINEとメールでお送りいたします。

▼席の確保はお早めにどうぞ👇😊
[第2日程申込URL]","参加登録する","[第2日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第2日程案内","第1日程終了後に開始。第2日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","吉本さん原案 SEM-U06 を基礎。文章・絵文字を優先し、配信時刻・分岐・変数だけ現行確定ルールへ合わせる。"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","53","レビュー中","メッセージ","セミナー募集","IG_10_セミナー募集_第2日程","DDbLkDS5Bs2y","セミナー未申込・日程不可未選択・面談未予約","第2日程 3日前20:00（未経過時のみ）","LINE","テキスト＋ボタン","SEM-B02（開催3日前20:00）","","【LINEメッセージ 1／text】
「まだAIを触り始めたばかり…」
という方でも、どうぞご安心ください😊

むしろAIビジネスは触り始めた方の方が有利に働くことが多いです！
その実態をセミナーでお伝えいたします🚀🔥

あなたのこれまでの経験や、得意なことを
振り返りながら、「自分にぴったりのAI活用法」
を見つけるところから優しく進めていきます🌱

▼詳細・お申し込みはこちらから👇
[第2日程申込URL]","初心者向けセミナーに参加する","[第2日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第2日程案内","第1日程終了後に開始。第2日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","吉本さん原案 SEM-U07 を基礎。文章・絵文字を優先し、配信時刻・分岐・変数だけ現行確定ルールへ合わせる。"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","54","レビュー中","メッセージ","セミナー募集","IG_10_セミナー募集_第2日程","chBZyUC5u0cb","セミナー未申込・日程不可未選択・面談未予約","第2日程 2日前10:00（未経過時のみ）","LINE","テキスト＋ボタン","SEM-B03（開催2日前10:00）","","【LINEメッセージ 1／text】
今回のセミナーは、
特にこんな方におすすめです！💡

🌟 AIを自分の仕事に活かしたい
🌟 学ぶ順番をスッキリ整理したい
🌟 自分の「強み」とAIを掛け合わせたい
🌟 今日からできる具体的な一歩を決めたい

1つでも当てはまる方は、
ここが分岐点になると思います...!!
一歩踏み出すか、足踏みをするか。
少しでもご自身にプラスの影響を与えたい方はぜひ👇😊
[第2日程申込URL]","自分に合うか確認する","[第2日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第2日程案内","第1日程終了後に開始。第2日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","吉本さん原案 SEM-U08 を基礎。文章・絵文字を優先し、配信時刻・分岐・変数だけ現行確定ルールへ合わせる。"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","55","レビュー中","メッセージ","セミナー募集","IG_10_セミナー募集_第2日程","bPqbxIX4OVHi","セミナー未申込・日程不可未選択・面談未予約","第2日程 2日前20:00（未経過時のみ）","LINE","テキスト＋ボタン","SEM-B04（開催2日前20:00）","","【LINEメッセージ 1／text】
限定特典⑥〜⑩をお受け取りいただけるのは、
セミナーを最後までご視聴いただいた方のみとなります🎁

もし「途中までは参加できるけど、最後までは時間的に...」
という方は、個別にメールからご連絡ください！
ご参加いただけたことを確認できましたら、特典の方をお礼にお渡しいたします！

「あとで予定を確認しよう」と思っていると
満席になってしまうこともあるので、
忘れないうちに席を確保しておいてくださいね👇✨
[第2日程申込URL]","参加枠を確保する","[第2日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第2日程案内","第1日程終了後に開始。第2日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","吉本さん原案 SEM-U09 を基礎。文章・絵文字を優先し、配信時刻・分岐・変数だけ現行確定ルールへ合わせる。 実績・感想表現は公開前に根拠確認。"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","56","レビュー中","メッセージ","セミナー募集","IG_10_セミナー募集_第2日程","RSqeGyYE2rfk","セミナー未申込・日程不可未選択・面談未予約","第2日程 前日09:00","LINE","画像＋テキスト＋ボタン（画像: 06_セミナー前日_リマインド.png）","SEM-B05（開催前日09:00）","","【LINEメッセージ 1／text】
いよいよ【明日開催】となりました！✨

「自分に合う内容かな…？🔰」
と迷われている方へ。

AIを使ったことがない初心者の方でも、
まだやりたい方向が決まっていなくても大丈夫！
あなたの「今の状態」から一緒に整理していくセミナーです😊🌱

むしろ""AI界隈は初心者が有利""だと確信しています！
その理由はセミナーで語っていますので、ぜひ覗いてみてください

📢 セミナー：AIでひとり起業攻略法
📅 日時：[第2日程]

参加を迷われている方、迷われているだけでも半歩先に進んでいる状態です。
もう半歩踏み出すきっかけにしていただけると嬉しいです☺️
忘れないうちにお申し込みを済ませてくださいね👇😊
[第2日程申込URL]","明日のセミナーに申し込む","[第2日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第2日程案内","第1日程終了後に開始。第2日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","吉本さん原案 SEM-U10 を基礎。文章・絵文字を優先し、配信時刻・分岐・変数だけ現行確定ルールへ合わせる。"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","57","レビュー中","メッセージ","セミナー募集","IG_10_セミナー募集_第2日程","3343Rx0CqrIS","セミナー未申込・日程不可未選択・面談未予約","第2日程 前日15:00","LINE","テキスト＋ボタン","SEM-B06（開催前日15:00）","","【LINEメッセージ 1／text】
【重要なご連絡】
「セミナーに必要な知識はありますか？」
と聞かれますが、知識は不要です！

ほんの少しのAIへの興味と、
ビジネスにしたいという気持ちがあれば十分すぎるぐらいです☺️

あとはリラックスして視聴できる場所と、
メモ用の筆記用具があれば準備はバッチリです👍

顔出し声出しは不要ですので、お気軽にご参加ください🤲
こちらからご確認くださいね👇","参加方法を確認する","[第2日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第2日程案内","第1日程終了後に開始。第2日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","吉本さん原案 SEM-U11 を基礎。文章・絵文字を優先し、配信時刻・分岐・変数だけ現行確定ルールへ合わせる。"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","58","レビュー中","メッセージ","セミナー募集","IG_10_セミナー募集_第2日程","24HUpDar6IB0","セミナー未申込・日程不可未選択・面談未予約","第2日程 前日21:00","LINE","テキスト＋ボタン","SEM-B07（開催前日21:00）","","【LINEメッセージ 1／text】
【大変申し訳ございません】
物凄く現実的で残酷なことをお伝えします。

それは、
""AIは学ぶだけでは、一生成功しません""

これは別に大袈裟にいっているわけではありません。
AIに限ったことではないですが、道具の使い方が分かっても、
実践する場所や、活かす機会がないと意味がないんです。

今回のセミナーでは、
そういった状況から一気に抜け出せる内容となっています。

ご参加いただける場合は、
今夜のうちにお名前とメールアドレスを登録して、
参加用URLを受け取っておいてくださいね👇✨
[第2日程申込URL]","参加URLを受け取る","[第2日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第2日程案内","第1日程終了後に開始。第2日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","吉本さん原案 SEM-U12 を基礎。文章・絵文字を優先し、配信時刻・分岐・変数だけ現行確定ルールへ合わせる。"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","59","レビュー中","メッセージ","セミナー募集","IG_10_セミナー募集_第2日程","WvjKarVV5Oh3","セミナー未申込・日程不可未選択・面談未予約","第2日程 当日09:00","LINE","画像＋テキスト＋ボタン（画像: 07_セミナー当日_リマインド.png）","SEM-B08（開催当日09:00）","","【LINEメッセージ 1／text】
＼ いよいよ本日開催です！🎉 ／

📢 AIでひとり起業攻略法
📅 [第2日程]

まだ今からでもお申し込み可能です！

最後までご参加いただいた方には、
実践で使える超有料級の【特典⑥〜⑩】も
プレゼントいたします！🎁

お席が埋まる前に、ぜひご確認くだいね👇✨

▼お申し込みはこちらから👇😊
[第2日程申込URL]","本日のセミナーに申し込む","[第2日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第2日程案内","第1日程終了後に開始。第2日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","吉本さん原案 SEM-U13 を基礎。文章・絵文字を優先し、配信時刻・分岐・変数だけ現行確定ルールへ合わせる。"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","60","レビュー中","メッセージ","セミナー募集","IG_10_セミナー募集_第2日程","uFvnt0A4Njsx","セミナー未申込・日程不可未選択・面談未予約","第2日程 開始3時間前","LINE","テキスト＋ボタン","SEM-B09（開始3時間前）","","【LINEメッセージ 1／text】
セミナー開始まで【あと3時間】となりました！⏰

今からの駆け込みお申し込みも大歓迎です！👍
ご登録後、すぐに参加用URLをお送りします。

事前準備は不要です。
顔出しや声出しも不要です☺️
好きな飲み物を片手にリラックスしてご参加ください😌

昨日の連絡を見て、
「最後まで見るのは時間的に厳しくて...」
というお声がありましたので、セミナーにご参加いただけたのがわかった場合、
後からメールにてご連絡いただければ、特典の方をお送りいたしますのでご安心ください！

ぜひご参加お待ちしております☺️

▼こちらから席を確保してくださいね👇✨
[第2日程申込URL]","参加URLを受け取る","[第2日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第2日程案内","第1日程終了後に開始。第2日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","吉本さん原案 SEM-U14 を基礎。文章・絵文字を優先し、配信時刻・分岐・変数だけ現行確定ルールへ合わせる。"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","61","レビュー中","メッセージ","セミナー募集","IG_10_セミナー募集_第2日程","Dq5k8JrM1aww","セミナー未申込・日程不可未選択・面談未予約","第2日程 開始30分前","LINE","テキスト＋ボタン","SEM-B10（開始30分前）","","【LINEメッセージ 1／text】
あと30分でセミナーが開始します！⏳✨

あと30分でセミナーが始まります！⏳🔥

申込ページを見て迷っていた方への、
これが【最後のご案内】となります。

まだ申し込みが来ているため、時間延長いたしました💦
こちらから滑り込みでのお申し込みをお待ちしております！👇😊
[第2日程申込URL]","今から申し込む","[第2日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第2日程案内","第1日程終了後に開始。第2日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","吉本さん原案 SEM-U15 を基礎。文章・絵文字を優先し、配信時刻・分岐・変数だけ現行確定ルールへ合わせる。"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","62","レビュー中","メッセージ","セミナー募集","IG_10_セミナー募集_第2日程","c4DE7dl6EP7m","セミナー未申込・日程不可未選択・面談未予約","第2日程 開始10分前","LINE","テキスト＋ボタン","SEM-B11（開始10分前）","","【LINEメッセージ 1／text】
まもなくセミナーを開始します！📢

こちらが今回のセミナーお申し込みの
【最後のご案内】となります。

正直ながら見するだけでも、
今回の内容は十分皆さんの分岐点になると確信しています。
AIをビジネスに発展させるのに必要なのは、""知識""ではなく""きっかけ""です。

まだ受付中ですので、こちらから
今すぐ参加登録を完了してくださいね👇✨

【LINEメッセージ 2／button】
{
  ""seq"": 1,
  ""type"": ""button"",
  ""alt_text"": ""【無料セミナー】AIでひとり起業攻略法"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""thumbnail_image_url"": null,
  ""title"": ""AIでひとり起業攻略法"",
  ""text"": ""Zoomライブ・最新日程は申込ページへ"",
  ""actions"": [
    {
      ""type"": ""url"",
      ""label"": ""セミナーに申し込む"",
      ""uri"": ""[第2日程申込URL]"",
      ""add_label_id"": null,
      ""del_label_id"": null
    }
  ]
}","セミナーに申し込む","[第2日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","IG_29_第2日程終了未申込","第1日程終了後に開始。第2日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","YouTube原文をそのまま使用。"
